age,vmax,w
8.049992856920143,253.4,0.8
8.059941888061955,253.4,0.8
8.070037866607755,253.2,0.8
8.07990446766672,252.7,0.8
8.089905111439398,252.3,0.8
8.100025730107863,251.8,0.8
8.109915863023794,251.9,0.8
8.119915410257992,252.3,0.8
8.130011949671903,252.6,0.8
8.139879086401237,252.9,0.8
8.150142161848558,252.8,0.8
8.159867847092567,252.3,0.8
8.169968173996892,251.8,0.8
8.180125875164054,251.3,0.8
8.190051417759205,250.8,0.8
8.20002926655377,249.9,0.8
8.210050849875138,249.0,0.8
8.220108088040055,248.2,0.8
8.229937685907935,247.3,0.8
8.240049772112648,246.5,0.8
8.249931756634195,245.7,0.8
8.260071387985075,244.8,0.8
8.269979676645324,244.0,0.8
8.279894980011639,243.2,0.8
8.290034611362518,242.2,0.8
8.299942900022767,241.1,0.8
8.310055737750892,240.0,0.8
8.319938439980309,239.0,0.8
8.330007700872759,238.0,0.8
8.340047317661393,235.7,0.8
8.35005409357903,233.3,0.8
8.360025089189397,232.7,0.8
8.369957607346054,232.0,0.8
8.38003024796783,231.3,0.8
8.390051496458987,230.5,0.8
8.400019635065158,229.7,0.8
8.409933123331294,229.0,0.8
8.419955748489757,229.3,0.8
8.430075055551939,228.5,0.8
8.439963935920904,227.7,0.8
8.449940988773337,226.9,0.8
8.45999525604739,226.1,0.8
8.46996920949996,225.2,0.8
8.48000694295715,224.4,0.8
8.489958479424836,223.4,0.8
8.499961865596191,222.5,0.8
8.510008512940235,221.5,0.8
8.519959180752068,220.6,0.8
8.52994340165867,219.7,0.8
8.539953841656397,218.7,0.8
8.54998361115969,217.7,0.8
8.560026248912893,216.6,0.8
8.569958818096595,215.6,0.8
8.580012112529424,214.6,0.8
8.589949601325708,213.6,0.8
8.599992177584097,212.6,0.8
8.610021024664146,211.6,0.8
8.620031895126298,210.6,0.8
8.630020851113409,209.6,0.8
8.63998424804159,208.6,0.8
8.650015952471838,207.6,0.8
8.66001122128933,206.5,0.8
8.669967369908504,205.4,0.8
8.679972694277419,204.3,0.8
8.690018780788696,203.1,0.8
8.700011062322112,202.0,0.8
8.710032699065753,200.8,0.8
8.719993826367604,199.5,0.8
8.729974285699555,198.2,0.8
8.739967696759509,196.9,0.8
8.749968083509403,195.6,0.8
8.759969857554307,195.3,0.8
8.769967801329443,195.0,0.8
8.780029127337338,194.7,0.8
8.79000352039049,194.4,0.8
8.800029359244133,194.5,0.8
8.81003078640584,193.9,0.8
8.820004306808318,195.7,0.8
8.830010935936118,195.6,0.8
8.839980557678343,195.0,0.8
8.84997191232885,194.5,0.8
8.85997844164202,196.1,0.8
8.869994000121741,195.8,0.8
8.880012838366772,195.4,0.8
8.889973638403996,195.0,0.8
8.899984562549392,196.6,0.8
8.909983694939845,200.2,0.8
8.920018916028916,202.4,0.8
8.929980590515514,203.4,0.8
8.940018155007664,203.1,0.8
8.950023906523327,202.8,0.8
8.959994838328416,202.5,0.8
8.970021265828366,202.1,0.8
8.980003371583747,201.8,0.8
8.989983458301399,201.4,0.8
9.0,201.1,0.8
9.01000297412706,200.7,0.8
9.019988159591286,200.3,0.8
9.029992175377847,200.0,0.8
9.040008636013543,199.6,0.8
9.049992856920143,199.2,0.8
9.0600175425316,198.8,0.8
9.070000903802345,198.3,0.8
9.080012847107929,197.9,0.8
9.090011024007147,197.5,0.8
9.099991233544685,196.7,0.8
9.109983294819893,195.8,0.8
9.120014252078068,194.8,0.8
9.130011949671903,193.9,0.8
9.14000495061945,192.8,0.8
9.149988456491476,191.8,0.8
9.159988050381987,190.8,0.8
9.16999753706657,189.7,0.8
9.180011119057717,188.6,0.8
9.189995339964318,187.4,0.8
9.200001865406602,186.1,0.8
9.209997296082369,184.8,0.8
9.220003426156936,183.5,0.8
9.22998883654481,182.1,0.8
9.239999792886872,180.7,0.8
9.250005028486896,179.0,0.8
9.259999795081887,177.1,0.8
9.27000300010506,175.3,0.8
9.280008953108187,173.3,0.8
9.289990066054319,171.2,0.8
9.300008202553814,168.6,0.8
9.30999192878118,166.2,0.8
9.320000804264728,166.1,0.8
9.330007700872759,165.6,0.8
9.340007617996672,165.2,0.8
9.349995899262856,164.8,0.8
9.360006132229099,164.4,0.8
9.369994661608429,164.0,0.8
9.379994040165741,163.6,0.8
9.389998422607333,163.2,0.8
9.400002345927955,162.8,0.8
9.41000071254346,161.8,0.8
9.420005284959052,160.6,0.8
9.429994384151707,161.7,0.8
9.439995473953807,163.8,0.8
9.450002630173186,145.8,0.8
9.45999525604739,118.4,0.8
9.469998642218748,115.1,0.8
9.48000694295715,78.1,0.8
9.490000641890953,55.84,0.8
7.0,467.7,0.95
7.008600171761918,467.5,0.95
7.021189299069938,467.3,0.95
7.02938377768521,467.2,0.95
7.041392685158225,467.0,0.95
7.049218022670182,466.8,0.95
7.060697840353612,466.6,0.95
7.068185861746161,466.4,0.95
7.079181246047625,466.3,0.95
7.089905111439398,466.1,0.95
7.1003705451175625,465.9,0.95
7.110589710299249,465.7,0.95
7.12057393120585,465.6,0.95
7.1303337684950066,465.4,0.95
7.139879086401237,465.2,0.95
7.14921911265538,465.0,0.95
7.161368002234975,464.9,0.95
7.1702617153949575,464.7,0.95
7.17897694729317,464.5,0.95
7.190331698170292,464.3,0.95
7.198657086954423,464.2,0.95
7.209515014542631,464.0,0.95
7.220108088040055,463.8,0.95
7.230448921378274,463.6,0.95
7.2405492482825995,463.5,0.95
7.250420002308894,463.3,0.95
7.260071387985075,463.1,0.95
7.269512944217916,462.9,0.95
7.281033367247727,462.9,0.95
7.290034611362518,148.5,0.95
7.301029995663981,140.1,0.95
7.309630167425898,124.1,0.95
7.320146286111054,116.0,0.95
7.330413773349191,108.4,0.95
7.3404441148401185,104.4,0.95
7.350248018334163,95.05,0.95
7.359835482339888,91.36,0.95
7.3692158574101425,81.5,0.95
7.380211241711606,71.64,0.95
7.389166084364533,72.21,0.95
7.399673721481038,75.35,0.95
7.409933123331294,73.59,0.95
7.419955748489758,166.4,0.95
7.429752280002408,172.2,0.95
7.439332693830263,158.1,0.95
7.450249108319361,158.8,0.95
7.459392487759231,141.5,0.95
7.469822015978163,226.1,0.95
7.480006942957151,228.8,0.95
7.489958479424835,286.0,0.95
7.4996870826184034,276.2,0.95
7.510545010206612,300.3,0.95
7.519827993775719,315.0,0.95
7.5301996982030825,314.1,0.95
7.540329474790874,326.3,0.95
7.550228353055094,326.8,0.95
7.559906625036112,327.7,0.95
7.570542939881897,328.5,0.95
7.57978359661681,333.2,0.95
7.589949601325708,332.8,0.95
7.599883072073688,332.4,0.95
7.60959440922522,332.0,0.95
7.620136054973758,331.5,0.95
7.630427875025024,331.4,0.95
7.640481436970422,331.6,0.95
7.650307523131937,337.3,0.95
7.65991620006985,336.4,0.95
7.670245853074124,335.5,0.95
7.680335513414564,334.6,0.95
7.690196080028514,338.5,0.95
7.699837725867246,337.6,0.95
7.710117365111817,336.8,0.95
7.720159303405957,339.5,0.95
7.729974285699556,338.7,0.95
7.740362689494244,337.8,0.95
7.749736315569061,336.9,0.95
7.7596678446896306,340.0,0.95
7.770115294787102,340.0,0.95
7.780317312140151,340.0,0.95
7.790285164033242,340.1,0.95
7.800029359244134,340.1,0.95
7.810232517995084,339.9,0.95
7.820201459485641,339.8,0.95
7.8299466959416355,339.6,0.95
7.8401060944567575,339.5,0.95
7.850033257689769,339.6,0.95
7.859738566197147,339.7,0.95
7.869818207979328,339.9,0.95
7.88024177589548,340.0,0.95
7.889861721258188,340.1,0.95
7.899820502427096,340.2,0.95
7.910090545594068,339.7,0.95
7.920123326290724,339.6,0.95
7.929929560084588,339.5,0.95
7.940018155007663,339.5,0.95
7.949877704036875,339.4,0.95
7.9599948383284165,339.2,0.95
7.9698816437465,338.9,0.95
7.980003371583746,338.7,0.95
7.9898945637187735,338.5,0.95
8.0,338.5,0.95
8.00987563371216,338.4,0.95
8.019946681678842,338.4,0.95
8.030194785356752,338.4,0.95
8.03981055414835,338.0,0.95
8.049992856920143,337.5,0.95
8.059941888061955,337.0,0.95
8.070037866607755,336.6,0.95
8.07990446766672,336.1,0.95
8.089905111439398,335.9,0.95
8.100025730107863,336.0,0.95
8.109915863023794,336.2,0.95
8.119915410257992,336.3,0.95
8.130011949671903,336.4,0.95
8.139879086401237,336.5,0.95
8.150142161848558,336.6,0.95
8.159867847092567,336.7,0.95
8.169968173996892,336.7,0.95
8.180125875164054,336.8,0.95
8.190051417759205,336.9,0.95
8.20002926655377,337.1,0.95
8.210050849875138,336.1,0.95
8.220108088040055,335.5,0.95
8.229937685907935,334.8,0.95
8.240049772112648,334.2,0.95
8.249931756634195,333.6,0.95
8.260071387985075,333.0,0.95
8.269979676645324,332.8,0.95
8.279894980011639,332.6,0.95
8.290034611362518,332.2,0.95
8.299942900022767,331.8,0.95
8.310055737750892,331.3,0.95
8.319938439980309,330.8,0.95
8.330007700872759,330.4,0.95
8.340047317661393,329.9,0.95
8.35005409357903,329.3,0.95
8.360025089189397,328.8,0.95
8.369957607346054,328.3,0.95
8.38003024796783,327.8,0.95
8.390051496458987,327.3,0.95
8.400019635065158,325.9,0.95
8.409933123331294,325.2,0.95
8.419955748489757,324.4,0.95
8.430075055551939,323.7,0.95
8.439963935920904,322.9,0.95
8.449940988773337,322.0,0.95
8.45999525604739,320.9,0.95
8.46996920949996,320.0,0.95
8.48000694295715,319.2,0.95
8.489958479424836,318.4,0.95
8.499961865596191,317.5,0.95
8.510008512940235,316.7,0.95
8.519959180752068,315.8,0.95
8.52994340165867,310.8,0.95
8.539953841656397,304.9,0.95
8.54998361115969,302.8,0.95
8.560026248912893,299.7,0.95
8.569958818096595,296.0,0.95
8.580012112529424,292.4,0.95
8.589949601325708,288.7,0.95
8.599992177584097,285.1,0.95
8.610021024664146,281.7,0.95
8.620031895126298,280.1,0.95
8.630020851113409,278.5,0.95
8.63998424804159,277.2,0.95
8.650015952471838,276.0,0.95
8.66001122128933,274.9,0.95
8.669967369908504,273.7,0.95
8.679972694277419,272.6,0.95
8.690018780788696,271.4,0.95
8.700011062322112,270.2,0.95
8.710032699065753,269.0,0.95
8.719993826367604,267.7,0.95
8.729974285699555,266.5,0.95
8.739967696759509,265.5,0.95
8.749968083509403,264.5,0.95
8.759969857554307,263.4,0.95
8.769967801329443,262.0,0.95
8.780029127337338,260.5,0.95
8.79000352039049,258.9,0.95
8.800029359244133,256.9,0.95
8.81003078640584,254.9,0.95
8.820004306808318,252.7,0.95
8.830010935936118,250.4,0.95
8.839980557678343,246.9,0.95
8.84997191232885,242.8,0.95
8.85997844164202,239.1,0.95
8.869994000121741,239.8,0.95
8.880012838366772,240.7,0.95
8.889973638403996,241.7,0.95
8.899984562549392,242.6,0.95
8.909983694939845,243.6,0.95
8.920018916028916,244.6,0.95
8.929980590515514,245.5,0.95
8.940018155007664,245.9,0.95
8.950023906523327,245.9,0.95
8.959994838328416,246.0,0.95
8.970021265828366,246.0,0.95
8.980003371583747,249.3,0.95
8.989983458301399,248.7,0.95
9.0,248.1,0.95
9.01000297412706,247.5,0.95
9.019988159591286,246.9,0.95
9.029992175377847,246.2,0.95
9.040008636013543,245.6,0.95
9.049992856920143,244.9,0.95
9.0600175425316,244.2,0.95
9.070000903802345,243.4,0.95
9.080012847107929,242.7,0.95
9.090011024007147,241.9,0.95
9.099991233544685,241.2,0.95
9.109983294819893,240.4,0.95
9.120014252078068,239.6,0.95
9.130011949671903,238.7,0.95
9.14000495061945,237.8,0.95
9.149988456491476,236.7,0.95
9.159988050381987,235.6,0.95
9.16999753706657,234.5,0.95
9.180011119057717,233.4,0.95
9.189995339964318,232.2,0.95
9.200001865406602,230.6,0.95
9.209997296082369,228.6,0.95
9.220003426156936,228.0,0.95
9.22998883654481,228.1,0.95
9.239999792886872,228.2,0.95
9.250005028486896,228.3,0.95
9.259999795081887,228.4,0.95
9.27000300010506,228.1,0.95
9.280008953108187,227.6,0.95
9.289990066054319,227.2,0.95
9.300008202553814,226.8,0.95
9.30999192878118,226.3,0.95
9.320000804264728,225.9,0.95
9.330007700872759,225.4,0.95
9.340007617996672,225.0,0.95
9.349995899262856,222.9,0.95
9.360006132229099,219.8,0.95
9.369994661608429,216.8,0.95
9.379994040165741,213.8,0.95
9.389998422607333,214.6,0.95
9.400002345927955,212.2,0.95
9.41000071254346,209.7,0.95
9.420005284959052,207.3,0.95
9.429994384151707,196.7,0.95
9.439995473953807,189.7,0.95
9.450002630173186,153.3,0.95
9.45999525604739,115.3,0.95
9.469998642218748,116.9,0.95
9.48000694295715,74.83,0.95
9.490000641890953,57.64,0.95
